dataset	x	y
slant_down	26.1604969417	23.0422314726
slant_down	40.435327397	27.6400711421
slant_down	44.544955314	27.3622426221
slant_down	40.1237272008	30.0731619402
slant_down	42.1848064503	28.5736747331
slant_down	40.0026592892	27.4875100027
slant_down	57.1252310509	42.7390191388
slant_down	60.375744968	41.3564579961
slant_down	55.1058961252	46.1490510561
slant_down	61.7372710245	38.5848440052
slant_down	55.7412443246	46.6535769763
slant_down	58.2964084158	41.5831977346
slant_down	57.0425482213	42.418757739
slant_down	76.7756112073	55.2545987009
slant_down	71.8870772602	59.2669926152
slant_down	73.7883730663	58.6208121164
slant_down	75.1396847343	54.2445521781
slant_down	64.5963189058	65.952512925
slant_down	46.9095386323	85.6022611586
slant_down	46.9051031994	81.5656424136
slant_down	49.8069877356	82.085025592
slant_down	48.8632418189	83.1583574877
slant_down	66.7481899024	84.0048341677
slant_down	62.3597662841	90.2436599196
slant_down	47.3748964954	83.4715555182
slant_down	47.4464667165	82.622124014
slant_down	53.385280634	78.8711362558
slant_down	49.4527077733	79.9306028004
slant_down	54.8026825363	75.3639849893
slant_down	37.0882451339	60.857227495
slant_down	32.3759619238	68.5108204552
slant_down	37.4770138847	63.7886855744
slant_down	52.4066488967	96.4254150057
slant_down	50.2970432655	99.6441791736
slant_down	61.5633243835	89.8641388605
slant_down	61.0865603919	89.2243556475
slant_down	59.2364904011	91.4811005766
slant_down	66.1540050863	84.1119370252
slant_down	67.2313347767	85.055640808
slant_down	73.7099068702	78.2706108976
slant_down	76.5804513576	72.8915336827
slant_down	78.8765811639	71.5625276804
slant_down	77.4490021363	72.4473094857
slant_down	86.8537073476	65.5433240194
slant_down	79.806531301	52.7231797883
slant_down	76.9882734745	54.2027848022
slant_down	79.4793575017	49.1410154455
slant_down	82.3041595613	46.9909036215
slant_down	90.700691247	41.4667030063
slant_down	95.4434878077	36.1897016148
slant_down	94.9974880471	35.0953011066
slant_down	91.517847246	36.8902631263
slant_down	62.2926421901	40.0295333141
slant_down	59.2034756073	41.2706776667
slant_down	65.2563927704	32.8541041237
slant_down	62.4447424979	35.4149992261
slant_down	72.4624062907	27.6242638254
slant_down	69.9194262552	29.3110927191
slant_down	77.7628590782	23.4913735562
slant_down	72.7784101997	26.9005353695
slant_down	65.198316667	33.0271717859
slant_down	69.4598588916	30.1970315053
slant_down	59.3150555205	12.3543136666
slant_down	51.487713355	20.8436106875
slant_down	57.1124475509	15.3217851726
slant_down	50.2244178157	19.1709698793
slant_down	50.4338611907	18.5348708515
slant_down	56.3803054046	14.7884597101
slant_down	54.8635045999	14.009611915
slant_down	45.4998576493	3.98542629287
slant_down	49.9367453057	21.5900969196
slant_down	53.8098729164	17.7664144512
slant_down	59.8526782804	9.03994992133
slant_down	48.1756567942	19.5212153543
slant_down	50.7417190667	17.8384056087
slant_down	58.4597612975	14.1486628546
slant_down	50.1145975193	1.74146171252
slant_down	45.4203820755	5.37240899542
slant_down	51.3532681954	0.30387242055
slant_down	53.091704424	19.2900304453
slant_down	58.9431665444	11.6128777918
slant_down	59.3109904219	10.5721363739
slant_down	68.2221986595	1.13388036584
slant_down	62.5117719862	7.49123248279
slant_down	69.3800563617	1.48813233299
slant_down	82.8002478704	18.5293762368
slant_down	85.1603321777	15.0183695439
slant_down	67.095847697	0.601490941965
slant_down	62.307750573	5.74997471945
slant_down	59.9704150458	7.9133104735
slant_down	39.9116351739	32.1440226145
slant_down	39.5965009783	32.1361317349
slant_down	95.5934163965	33.2341293953
slant_down	52.772288113	99.6134716833
slant_down	53.1786144535	98.6038611855
slant_down	37.6270534612	93.060672952
wide_lines	65.8155400946	95.5883740582
wide_lines	65.6722651618	91.9334018119
wide_lines	39.002716451	92.26183816
wide_lines	37.7953028026	93.5324553607
wide_lines	35.5139005857	89.5991901138
wide_lines	39.2194529062	83.5434818364
wide_lines	31.5882013862	77.0280524208
wide_lines	32.6577782482	80.1138612983
wide_lines	31.6415992679	77.6108331874
wide_lines	30.9871426099	63.9440280336
wide_lines	27.4396322054	65.7444629564
wide_lines	30.5783699449	65.5219454667
wide_lines	28.809401637	59.6210044666
wide_lines	27.9395185786	50.9850621313
wide_lines	33.8499497887	46.2844744465
wide_lines	32.628463049	54.0637204929
wide_lines	32.4386500903	49.9030194916
wide_lines	35.8382920833	53.3514883396
wide_lines	37.1420429198	49.7419879519
wide_lines	34.6445467746	54.4441077764
wide_lines	35.675404696	49.6256433471
wide_lines	64.99458547	49.4621728312
wide_lines	66.1291498342	61.6437178853
wide_lines	65.790651882	55.9453737171
wide_lines	67.5017806138	60.8502274659
wide_lines	67.6295142176	61.4291060701
wide_lines	63.9100640599	62.9723349305
wide_lines	66.5493579687	67.7255886599
wide_lines	64.0515417112	48.8200939835
wide_lines	68.1932895833	46.5435408096
wide_lines	65.2783891952	44.8203529292
wide_lines	34.9976613883	28.6329939351
wide_lines	33.9237661692	53.5586885227
wide_lines	66.0044543688	52.6846691452
wide_lines	37.0232562464	32.1184816794
wide_lines	34.6982700852	36.4753541349
wide_lines	34.8634441715	30.9392745218
wide_lines	31.0900650789	32.3837547196
wide_lines	34.9213061465	35.4184380529
wide_lines	30.343361183	32.5245631742
wide_lines	35.4833288685	44.4916349303
wide_lines	33.2349104271	38.502483721
wide_lines	35.4399436182	47.7975176939
wide_lines	33.8735095227	37.056028453
wide_lines	28.5641377966	34.6263997171
wide_lines	31.3195486706	31.6639905316
wide_lines	30.796174379	23.5190343602
wide_lines	34.2333554347	22.4959116015
wide_lines	36.6307877065	31.4768312621
wide_lines	34.5486191018	26.1110878654
wide_lines	37.5196356	29.2676058936
wide_lines	62.4256973267	34.0442062707
wide_lines	64.320383794	31.7856294846
wide_lines	65.4455325117	43.2734991936
wide_lines	64.3256315887	41.6159763773
wide_lines	65.264338195	35.7175447772
wide_lines	66.388704175	38.8447443366
wide_lines	68.1914228192	45.1694864796
wide_lines	68.5406624515	48.4385263389
wide_lines	67.6614312657	51.0685845873
wide_lines	68.6755160534	50.465234811
wide_lines	69.0817099788	55.4740530987
wide_lines	69.048716493	66.3660457477
wide_lines	67.3082233775	71.5902965807
wide_lines	38.714899408	76.3969778172
wide_lines	35.5480948795	89.3049758407
wide_lines	36.7106729424	86.0749670003
wide_lines	64.9126624396	87.6457960566
wide_lines	66.0641357377	89.2086685815
wide_lines	64.9359294757	87.0721381174
wide_lines	67.0265507063	76.2225153324
wide_lines	65.3140322257	77.9387440331
wide_lines	64.2952177764	84.1258572133
wide_lines	38.7980121423	74.6106304299
wide_lines	34.6757573144	79.6375987743
wide_lines	30.7192619427	58.812060082
wide_lines	34.1051509268	64.1291972267
wide_lines	33.4233718511	67.0957433613
wide_lines	66.3138096741	98.9310270371
wide_lines	65.3096314498	98.1651568396
wide_lines	65.7140760682	99.2837639519
wide_lines	67.5934531877	90.9519098246
wide_lines	66.3880173202	89.2812304744
wide_lines	67.8061881135	91.6881773501
wide_lines	70.9626103129	86.5181213517
wide_lines	71.9936371714	78.8209480695
wide_lines	72.4798343312	80.8006830564
wide_lines	74.0784292286	72.9515308522
wide_lines	72.0362880189	69.7160484161
wide_lines	72.9981862717	59.6656447092
wide_lines	74.8121312339	57.5898837631
wide_lines	73.0273050243	46.2741878725
wide_lines	77.067111934	51.4869181896
wide_lines	75.0171368727	46.6224426489
wide_lines	76.6653077326	38.440250966
wide_lines	77.9158742329	45.9268433826
wide_lines	73.7420460836	39.1209853231
wide_lines	75.3298157891	32.8303519164
wide_lines	63.4104355141	38.377735614
wide_lines	68.856486669	43.084147214
wide_lines	66.3377850519	33.3065100022
wide_lines	64.2037185014	26.6441143003
wide_lines	64.4986348346	22.863501327
wide_lines	68.8909906096	27.2962056672
wide_lines	72.371523338	21.9616397473
wide_lines	69.7654249704	19.999850454
wide_lines	68.6213124429	18.9156764428
wide_lines	64.2977371716	20.4287496884
wide_lines	66.6992650902	18.5910853404
wide_lines	67.5445276811	16.4479381344
wide_lines	63.9469519836	18.6928454476
wide_lines	64.3881920705	15.7728122808
wide_lines	65.570045691	23.7657582226
wide_lines	38.4028368753	19.0468586722
wide_lines	37.8323600164	14.4694894463
wide_lines	36.9041611715	13.5838157511
wide_lines	36.286143052	17.1057707266
wide_lines	62.7866325947	13.9189931024
wide_lines	66.8176792234	11.4124971575
wide_lines	66.755021412	18.0853051378
wide_lines	65.4155283864	10.4635122068
wide_lines	36.9463314417	13.5143774996
wide_lines	37.8254347391	9.60103429534
wide_lines	36.722837943	9.33330210686
wide_lines	67.0733217806	6.04921458162
wide_lines	64.601818107	12.0019169643
wide_lines	65.4372821806	15.5453860785
wide_lines	67.0040223792	15.3458266393
wide_lines	66.7241920702	5.24980548075
wide_lines	68.3076187632	13.2809165227
wide_lines	68.7680482759	13.5214565521
wide_lines	74.1672717461	5.34988087254
wide_lines	64.9003579699	16.2452583689
wide_lines	68.7634335463	8.70057294385
wide_lines	66.8169139163	12.2732943361
wide_lines	67.3093466467	0.217006270014
wide_lines	34.7318293093	19.6017950724
wide_lines	33.6744421497	26.09049021
wide_lines	75.6272550236	37.128751949
wide_lines	40.6101254225	89.1362398699
wide_lines	39.1143664549	96.4817513202
wide_lines	34.5838289299	89.5889019877
